Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Number of Males,Number of Females,Average Age,Local Authority
6B51024,418939,444820,2,11/2/2019,14:45,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,3,0,84,E08000035
6B51024,418939,444820,2,11/2/2019,14:45,Non - Primary Road,Dry,Daylight,Fine,Car,Vehicle Passenger,Serious,3,0,84,E08000035
6B51322,431086,431385,2,5/11/2019,15:45,Unclassified,Wet/Damp,Daylight,Raining,Car,Driver/Rider,Slight,0,1,45,E08000035
6B51399,424417,438120,2,5/11/2019,17:15,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Driver/Rider,Slight,0,1,56,E08000035
6B52332,437581,437236,1,5/11/2019,22:31,Unclassified,Frost/Ice,Dark (lit street),Other,Car,Driver/Rider,Slight,1,0,18,E08000035
6B60626,429655,433382,1,6/11/2019,10:40,Unclassified,Dry,Daylight,Fine,Taxi/Private car,Pedestrian,Slight,0,1,56,E08000035
6B61688,430958,435814,1,6/11/2019,18:25,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Pedestrian,Slight,1,0,73,E08000035
6B61938,436159,434497,1,6/11/2019,19:40,Non - Primary Road,Wet/Damp,Dark (lit street),Fine,Car,Pedestrian,Serious,1,0,20,E08000035
6B70264,424946,434225,2,7/11/2019,8:30,Non - Primary Road,Wet/Damp,Daylight,Raining,Motorcycle(500cc or more),Driver/Rider,Slight,1,0,54,E08000035
6B70390,443331,435489,2,7/11/2019,9:30,Road,Wet/Damp,Daylight,Raining,Car,Driver/Rider,Slight,1,1,34,E08000035
6B70390,443331,435489,2,7/11/2019,9:30,Road,Wet/Damp,Daylight,Raining,Car,Driver/Rider,Slight,1,1,34,E08000035
6B71008,420911,434468,2,26/10/2019,18:00,Unclassified,Dry,Unknown,Fine,Car,Vehicle Passenger,Slight,2,1,10,E08000035
6B71008,420911,434468,2,26/10/2019,18:00,Unclassified,Dry,Unknown,Fine,Car,Vehicle Passenger,Slight,2,1,10,E08000035
6B71008,420911,434468,2,26/10/2019,18:00,Unclassified,Dry,Unknown,Fine,Car,Vehicle Passenger,Slight,2,1,10,E08000035
6B71137,430955,435796,1,7/11/2019,15:35,Unclassified,Wet/Damp,Daylight,Raining,Car,Pedestrian,Slight,0,1,5,E08000035
6B71490,429725,433525,1,7/11/2019,18:00,Unclassified,Wet/Damp,Dark (unknown lighting),Raining,Motorcycle(50cc-125cc),Pedestrian,Serious,0,1,33,E08000035
6B71513,429001,438958,2,7/11/2019,18:00,Unclassified,Wet/Damp,Dark (lit street),High Winds,Car,Driver/Rider,Slight,0,1,35,E08000035
6B71583,425160,429000,3,7/11/2019,18:38,Non - Primary Road,Wet/Damp,Dark (lit street),Raining,Car,Driver/Rider,Slight,1,0,52,E08000035
6B71587,432224,435160,1,7/11/2019,18:42,Unclassified,Dry,Unknown,Fine,Car,Pedestrian,Slight,0,1,16,E08000035
6B71716,422735,434052,1,7/11/2019,19:35,Non - Primary Road,Flood,Dark (lit street),Raining,Car,Driver/Rider,Slight,2,0,28,E08000035
6B71716,422735,434052,1,7/11/2019,19:35,Non - Primary Road,Flood,Dark (lit street),Raining,Car,Vehicle Passenger,Serious,2,0,28,E08000035
6B80226,432872,432385,2,8/11/2019,7:09,Non - Primary Road,Wet/Damp,Daylight,Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Driver/Rider,Slight,3,0,51,E08000035
6B80226,432872,432385,2,8/11/2019,7:09,Non - Primary Road,Wet/Damp,Daylight,Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Vehicle Passenger,Slight,3,0,51,E08000035
6B80226,432872,432385,2,8/11/2019,7:09,Non - Primary Road,Wet/Damp,Daylight,Fine,Car,Driver/Rider,Slight,3,0,51,E08000035
6B80281,430962,433259,2,8/11/2019,8:30,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,0,1,27,E08000035
6B80338,430959,435790,1,8/11/2019,8:52,Unclassified,Wet/Damp,Daylight,Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Pedestrian,Serious,0,1,59,E08000035
6B80386,430107,431200,2,8/11/2019,9:37,Non - Primary Road,Dry,Daylight,Fine,Motorcycle(50cc or less),Driver/Rider,Slight,1,0,25,E08000035
6B80579,432626,436857,2,8/11/2019,11:15,Unclassified,Wet/Damp,Daylight,Fine,Car,Vehicle Passenger,Slight,0,3,33,E08000035
6B80579,432626,436857,2,8/11/2019,11:15,Unclassified,Wet/Damp,Daylight,Fine,Car,Vehicle Passenger,Slight,0,3,33,E08000035
6B80579,432626,436857,2,8/11/2019,11:15,Unclassified,Wet/Damp,Daylight,Fine,Car,Vehicle Passenger,Slight,0,3,33,E08000035
6B81142,425142,435224,1,8/11/2019,15:50,Unclassified,Wet/Damp,Daylight,Fine,Car,Pedestrian,Slight,0,1,4,E08000035
6B81288,433878,425861,4,8/11/2019,16:40,Motorway,Wet/Damp,Dark (unknown lighting),Fine,Car,Driver/Rider,Slight,1,1,47,E08000035
6B81288,433878,425861,4,8/11/2019,16:40,Motorway,Wet/Damp,Dark (unknown lighting),Fine,Car,Driver/Rider,Slight,1,1,47,E08000035
6B81381,428509,431382,2,8/11/2019,17:20,Non - Primary Road,Wet/Damp,Dark (lit street),Fine,Pedal Cycle,Driver/Rider,Slight,1,0,63,E08000035
6B81502,432139,429216,2,8/11/2019,18:11,Motorway,Wet/Damp,Dark (lit street),Fine,Car,Driver/Rider,Slight,2,1,56,E08000035
6B81502,432139,429216,2,8/11/2019,18:11,Motorway,Wet/Damp,Dark (lit street),Fine,Car,Driver/Rider,Slight,2,1,56,E08000035
6B81502,432139,429216,2,8/11/2019,18:11,Motorway,Wet/Damp,Dark (lit street),Fine,Car,Vehicle Passenger,Slight,2,1,56,E08000035
6B81577,432221,435640,1,8/11/2019,8:50,Unclassified,Wet/Damp,Daylight,Fog/Mist,Car,Pedestrian,Slight,1,0,18,E08000035
6B81718,430576,430891,3,8/11/2019,19:45,Unclassified,Wet/Damp,Dark (lit street),Fine,Car,Driver/Rider,Slight,1,0,38,E08000035
6B82165,433616,438997,1,8/11/2019,23:20,Non - Primary Road,Wet/Damp,Dark (lit street),Fine,Car,Driver/Rider,Serious,1,0,18,E08000035
6B90750,437765,432416,1,9/11/2019,12:32,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,2,12,E08000035
6B90750,437765,432416,1,9/11/2019,12:32,Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,2,2,12,E08000035
6B90750,437765,432416,1,9/11/2019,12:32,Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,2,2,12,E08000035
6B90750,437765,432416,1,9/11/2019,12:32,Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,2,2,12,E08000035
6B90943,432148,429795,1,9/11/2019,14:20,Motorway,Wet/Damp,Daylight,Fine,Car,Driver/Rider,Slight,0,1,26,E08000035
6B91723,431883,441881,2,9/11/2019,19:40,Non - Primary Road,Wet/Damp,Dark (lit street),Raining,Car,Driver/Rider,Slight,1,1,41,E08000035
6B91723,431883,441881,2,9/11/2019,19:40,Non - Primary Road,Wet/Damp,Dark (lit street),Raining,Car,Vehicle Passenger,Slight,1,1,41,E08000035
6BA0889,433218,436186,1,8/11/2019,17:15,Non - Primary Road,Dry,Unknown,Fine,Car,Pedestrian,Slight,0,1,47,E08000035
6BA1743,424438,442066,1,10/11/2019,20:00,Unclassified,Wet/Damp,Dark (unknown lighting),High Winds,Car,Driver/Rider,Slight,1,1,18,E08000035
6BA1743,424438,442066,1,10/11/2019,20:00,Unclassified,Wet/Damp,Dark (unknown lighting),High Winds,Car,Vehicle Passenger,Slight,1,1,18,E08000035
6BA1770,421547,428506,2,10/11/2019,20:16,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Vehicle Passenger,Serious,1,0,50,E08000035
6BB0194,430473,431158,3,11/11/2019,7:00,Motorway,Wet/Damp,Daylight,Fine,Car,Driver/Rider,Slight,2,0,38,E08000035
6BB0194,430473,431158,3,11/11/2019,7:00,Motorway,Wet/Damp,Daylight,Fine,Car,Driver/Rider,Slight,2,0,38,E08000035
6BB1304,418402,442323,1,11/11/2019,17:30,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Pedestrian,Serious,0,1,79,E08000035
6BB1461,427314,435777,1,7/11/2019,7:40,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Serious,0,1,16,E08000035
6BC0162,430933,433311,2,12/11/2019,5:12,Non - Primary Road,Wet/Damp,Dark (lit street),Raining,Car,Driver/Rider,Slight,2,0,44,E08000035
6BC0162,430933,433311,2,12/11/2019,5:12,Non - Primary Road,Wet/Damp,Dark (lit street),Raining,Bus(17 or more passenger seats),Driver/Rider,Slight,2,0,44,E08000035
6BC0393,423332,434349,1,12/11/2019,8:45,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,0,1,19,E08000035
6BC0446,429785,432721,1,12/11/2019,10:10,Unclassified,Wet/Damp,Daylight,Fine,Minibus(8-16 passenger seats),Pedestrian,Slight,1,0,19,E08000035
6BC0488,428312,436511,1,11/11/2019,17:45,Road,Wet/Damp,Dark (lit street),Raining,Car,Pedestrian,Slight,1,0,8,E08000035
6BC0608,426230,427821,1,12/11/2019,11:36,Unclassified,Wet/Damp,Daylight,Raining,Car,Pedestrian,Slight,1,0,74,E08000035
6BC1391,442803,429679,1,12/11/2019,18:00,Unclassified,Wet/Damp,Dark (unknown lighting),Fine,Goods Vehicle(7.5 tonnes mgw or more),Driver/Rider,Serious,1,0,38,E08000035
6BD0232,430096,431356,2,13/11/2019,7:27,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,17,E08000035
6BD0931,430402,437865,2,13/11/2019,14:30,Unclassified,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,29,E08000035
6BD1094,428516,432660,2,7/11/2019,0:00,Non - Primary Road,Wet/Damp,Daylight,Fine,Car,Driver/Rider,Slight,1,0,26,E08000035
6BD1323,436114,436704,2,13/11/2019,17:00,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,1,0,57,E08000035
6BE0396,433180,434013,2,14/11/2019,9:30,Non - Primary Road,Wet/Damp,Daylight,Fine,Car,Driver/Rider,Slight,0,3,38,E08000035
6BE0396,433180,434013,2,14/11/2019,9:30,Non - Primary Road,Wet/Damp,Daylight,Fine,Car,Vehicle Passenger,Serious,0,3,38,E08000035
6BE0396,433180,434013,2,14/11/2019,9:30,Non - Primary Road,Wet/Damp,Daylight,Fine,Car,Vehicle Passenger,Slight,0,3,38,E08000035
6BE0937,429859,433789,2,14/11/2019,9:30,Unclassified,Wet/Damp,Dark (lit street),Raining,Pedal Cycle,Driver/Rider,Slight,1,0,54,E08000035
6BE0949,440495,433470,2,14/11/2019,14:24,Unclassified,Wet/Damp,Daylight,Raining,Car,Driver/Rider,Slight,0,1,50,E08000035
6BE1058,426585,433861,2,14/11/2019,15:05,Unclassified,Wet/Damp,Daylight,Fine,Car,Driver/Rider,Slight,1,0,63,E08000035
6BE1172,429751,433527,1,14/11/2019,16:00,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Pedestrian,Serious,0,1,69,E08000035
6BE1182,441054,448822,2,14/11/2019,16:11,Unclassified,Dry,Daylight,Fine,Motorcycle(50cc-125cc),Driver/Rider,Slight,1,0,17,E08000035
6BE1946,431433,428351,1,14/11/2019,23:00,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Driver/Rider,Serious,1,0,29,E08000035
6BF1365,426044,436353,1,15/11/2019,17:00,Unclassified,Wet/Damp,Dark (unknown lighting),Raining,Car,Pedestrian,Slight,0,1,41,E08000035
6BG0018,441106,449599,4,16/11/2019,0:09,Primary Motorway,Wet/Damp,Dark (unknown lighting),Raining,Car,Driver/Rider,Slight,1,0,40,E08000035
6BG1757,429243,430844,2,16/11/2019,20:45,Unclassified,Wet/Damp,Dark (lit street),Fine,Car,Vehicle Passenger,Slight,0,3,19,E08000035
6BG1757,429243,430844,2,16/11/2019,20:45,Unclassified,Wet/Damp,Dark (lit street),Fine,Car,Vehicle Passenger,Slight,0,3,19,E08000035
6BG1757,429243,430844,2,16/11/2019,20:45,Unclassified,Wet/Damp,Dark (lit street),Fine,Car,Vehicle Passenger,Slight,0,3,19,E08000035
6BG1842,426383,427480,1,16/11/2019,21:30,Road,Wet/Damp,Dark (lit street),Raining,Car,Pedestrian,Slight,1,0,46,E08000035
6BH0099,434608,437396,1,17/11/2019,1:00,Non - Primary Road,Wet/Damp,Dark (unlit street),Raining,Car,Pedestrian,Serious,1,0,50,E08000035
6BH0330,428400,429373,1,17/11/2019,4:38,Non - Primary Road,Wet/Damp,Dark (lit street),Fine,Motorcycle(50cc-125cc),Driver/Rider,Serious,2,0,40,E08000035
6BH0330,428400,429373,1,17/11/2019,4:38,Non - Primary Road,Wet/Damp,Dark (lit street),Fine,Motorcycle(50cc-125cc),Pedestrian,Serious,2,0,40,E08000035
6BH0607,443400,438717,4,17/11/2019,11:00,Primary Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,2,56,E08000035
6BH0607,443400,438717,4,17/11/2019,11:00,Primary Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,2,2,56,E08000035
6BH0607,443400,438717,4,17/11/2019,11:00,Primary Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,2,56,E08000035
6BH0607,443400,438717,4,17/11/2019,11:00,Primary Motorway,Dry,Daylight,Fine,Car,Vehicle Passenger,Slight,2,2,56,E08000035
6BH1810,429192,435352,2,15/11/2019,19:25,Unclassified,Dry,Dark (lit street),Other,Pedal Cycle,Driver/Rider,Slight,0,1,24,E08000035
6BI0924,424271,435373,1,18/11/2019,14:32,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Serious,1,0,85,E08000035
6BI1339,430902,435530,1,18/11/2019,17:10,Unclassified,Wet/Damp,Dark (lit street),Fine,Car,Pedestrian,Slight,0,1,52,E08000035
6BI1779,428364,435155,2,18/11/2019,20:48,Unclassified,Dry,Dark (lit street),Fine,Motorcycle(125cc-500cc),Driver/Rider,Slight,1,0,24,E08000035
6BJ0215,432101,435537,2,19/11/2019,7:48,Unclassified,Frost/Ice,Daylight,Fine,Car,Driver/Rider,Slight,1,1,26,E08000035
6BJ0215,432101,435537,2,19/11/2019,7:48,Unclassified,Frost/Ice,Daylight,Fine,Car,Vehicle Passenger,Slight,1,1,26,E08000035
6BJ0218,428835,437842,2,19/11/2019,7:45,Unclassified,Frost/Ice,Daylight,Fine,Car,Driver/Rider,Slight,0,1,22,E08000035
6BJ0242,436727,435925,2,19/11/2019,8:11,Unclassified,Frost/Ice,Daylight,Fine,Car,Driver/Rider,Slight,0,1,43,E08000035
6BJ0250,437951,433215,2,19/11/2019,8:19,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,3,0,23,E08000035
6BJ0250,437951,433215,2,19/11/2019,8:19,Motorway,Dry,Daylight,Fine,Goods Vehicle(3.5-7.5 tonnes mgw),Driver/Rider,Slight,3,0,23,E08000035
6BJ0250,437951,433215,2,19/11/2019,8:19,Motorway,Dry,Daylight,Fine,Goods Vehicle(3.5-7.5 tonnes mgw),Vehicle Passenger,Slight,3,0,23,E08000035
6BJ0638,430811,433259,1,19/11/2019,11:59,Non - Primary Road,Dry,Daylight,Fine,Bus(17 or more passenger seats),Pedestrian,Serious,1,0,38,E08000035
6BJ1268,431971,435822,1,19/11/2019,16:50,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Pedestrian,Slight,1,0,11,E08000035
6BJ1587,430246,434376,2,19/11/2019,18:50,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Vehicle Passenger,Slight,1,0,55,E08000035
6BK0149,426818,438059,2,20/11/2019,5:33,Non - Primary Road,Dry,Dark (lit street),Fine,Taxi/Private car,Driver/Rider,Slight,1,0,31,E08000035
6BK0366,432417,426204,3,20/11/2019,9:46,Motorway,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,1,57,E08000035
6BK0366,432417,426204,3,20/11/2019,9:46,Motorway,Dry,Daylight,Fine,Goods Vehicle(7.5 tonnes mgw or more),Driver/Rider,Slight,1,1,57,E08000035
6BK0944,423424,445514,4,20/11/2019,14:50,Non - Primary Road,Wet/Damp,Daylight,Raining,Car,Driver/Rider,Slight,1,1,61,E08000035
6BK0944,423424,445514,4,20/11/2019,14:50,Non - Primary Road,Wet/Damp,Daylight,Raining,Van/Goods Vehicle(3.5 tonnes mgw or less),Driver/Rider,Slight,1,1,61,E08000035
6BK1024,435002,438403,2,20/11/2019,15:20,Non - Primary Road,Wet/Damp,Daylight,Fine,Car,Driver/Rider,Slight,2,0,36,E08000035
6BK1024,435002,438403,2,20/11/2019,15:20,Non - Primary Road,Wet/Damp,Daylight,Fine,Car,Driver/Rider,Slight,2,0,36,E08000035
6BK1285,429551,430311,2,20/11/2019,17:06,Non - Primary Road,Dry,Dark (lit street),Fine,Taxi/Private car,Driver/Rider,Slight,1,0,46,E08000035
6BK1301,430149,445351,2,20/11/2019,17:10,Non - Primary Road,Dry,Dark (unknown lighting),Fine,Car,Driver/Rider,Slight,0,1,27,E08000035
6BK1454,426766,438350,2,20/11/2019,18:14,Non - Primary Road,Dry,Dark (lit street),Fine,Pedal Cycle,Driver/Rider,Slight,0,1,39,E08000035
6BK1527,431402,435029,2,20/11/2019,18:30,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Driver/Rider,Slight,0,1,35,E08000035
6BK1693,427153,432524,2,20/11/2019,17:50,Unclassified,Wet/Damp,Dark (lit street),Raining,Motorcycle(50cc-125cc),Driver/Rider,Slight,1,0,54,E08000035
6BK1842,424586,435143,4,20/11/2019,21:19,Non - Primary Road,Wet/Damp,Dark (lit street),Fine,Car,Driver/Rider,Slight,4,1,28,E08000035
6BK1842,424586,435143,4,20/11/2019,21:19,Non - Primary Road,Wet/Damp,Dark (lit street),Fine,Car,Vehicle Passenger,Slight,4,1,28,E08000035
6BK1842,424586,435143,4,20/11/2019,21:19,Non - Primary Road,Wet/Damp,Dark (lit street),Fine,Car,Vehicle Passenger,Slight,4,1,28,E08000035
6BK1842,424586,435143,4,20/11/2019,21:19,Non - Primary Road,Wet/Damp,Dark (lit street),Fine,Car,Driver/Rider,Slight,4,1,28,E08000035
6BK1842,424586,435143,4,20/11/2019,21:19,Non - Primary Road,Wet/Damp,Dark (lit street),Fine,Car,Driver/Rider,Slight,4,1,28,E08000035
6BK1996,428559,434257,2,20/11/2019,23:46,Unclassified,Wet/Damp,Dark (lit street),Fine,Taxi/Private car,Driver/Rider,Slight,1,0,42,E08000035
6BL0192,431250,429705,1,21/11/2019,7:05,Unclassified,Wet/Damp,Daylight,Fine,Car,Pedestrian,Serious,0,1,11,E08000035
6BL0264,430112,438324,2,21/11/2019,8:28,Unclassified,Dry,Daylight,Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Driver/Rider,Slight,1,0,53,E08000035
6BL0915,424371,445352,2,21/11/2019,16:30,Non - Primary Road,Dry,Daylight,Fine,Pedal Cycle,Driver/Rider,Serious,1,0,47,E08000035
6BL1139,426082,431596,1,21/11/2019,17:31,Non - Primary Road,Wet/Damp,Dark (lit street),Fine,Car,Vehicle Passenger,Slight,1,0,83,E08000035
6BL1309,430464,435594,2,21/11/2019,17:20,Non - Primary Road,Wet/Damp,Dark (lit street),Fine,Car,Driver/Rider,Slight,1,0,50,E08000035
6BL1488,425134,433917,2,21/11/2019,19:00,Unclassified,Wet/Damp,Dark (lit street),Raining,Pedal Cycle,Driver/Rider,Slight,0,1,10,E08000035
6BL1557,423005,437637,3,21/11/2019,19:34,Non - Primary Road,Wet/Damp,Dark (lit street),Raining,Car,Driver/Rider,Slight,1,0,89,E08000035
6BM0217,427927,426408,2,22/11/2019,6:10,Unclassified,Wet/Damp,Daylight,Raining,Car,Driver/Rider,Slight,1,0,25,E08000035
6BM0242,438026,425857,2,22/11/2019,7:45,Road,Wet/Damp,Dark (unknown lighting),Raining,Car,Driver/Rider,Slight,0,1,39,E08000035
6BM1279,429572,423157,2,22/11/2019,16:58,Motorway,Wet/Damp,Daylight,Raining,Car,Driver/Rider,Slight,0,1,55,E08000035
6BM1280,427216,432898,1,22/11/2019,8:30,Unclassified,Dry,Daylight,Fine,Car,Pedestrian,Slight,0,1,11,E08000035
6BM1610,422337,433382,1,22/11/2019,19:25,Unclassified,Dry,Dark (lit street),Fine,Car,Pedestrian,Slight,0,1,13,E08000035
6BN0207,429531,437005,1,23/11/2019,2:34,Unclassified,Wet/Damp,Dark (lit street),Fine,Car,Driver/Rider,Slight,1,0,32,E08000035
6BN0659,428760,432721,2,23/11/2019,12:20,Unclassified,Wet/Damp,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,26,E08000035
6BN1678,426325,433091,2,23/11/2019,20:15,Unclassified,Dry,Dark (lit street),Fine,Pedal Cycle,Driver/Rider,Slight,1,0,32,E08000035
6BO0921,431089,434206,1,24/11/2019,13:55,Unclassified,Wet/Damp,Daylight,Fine,Car,Pedestrian,Slight,2,0,36,E08000035
6BO0921,431089,434206,1,24/11/2019,13:55,Unclassified,Wet/Damp,Daylight,Fine,Car,Pedestrian,Slight,2,0,36,E08000035
6BO1225,429782,433497,1,24/11/2019,16:30,Unclassified,Dry,Dark (lit street),Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Pedestrian,Serious,1,0,73,E08000035
6BP0335,427534,429803,2,25/11/2019,8:31,Unclassified,Wet/Damp,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,30,E08000035
6BP1267,425587,434257,1,25/11/2019,16:20,Non - Primary Road,Wet/Damp,Dark (lit street),Raining,Van/Goods Vehicle(3.5 tonnes mgw or less),Pedestrian,Serious,0,1,15,E08000035
6BP1296,422438,427908,2,23/11/2019,13:50,Unclassified,Wet/Damp,Daylight,Fine,Car,Driver/Rider,Slight,0,1,23,E08000035
6BP1326,432823,435217,2,25/11/2019,16:30,Unclassified,Wet/Damp,Dark (lit street),Fine,Pedal Cycle,Driver/Rider,Slight,1,0,49,E08000035
6BQ0261,430653,434684,3,26/11/2019,7:20,Non - Primary Road,Wet/Damp,Daylight,Raining,Car,Driver/Rider,Slight,0,1,56,E08000035
6BQ0767,432847,442494,2,26/11/2019,13:00,Unclassified,Wet/Damp,Daylight,Raining,Car,Driver/Rider,Slight,0,1,17,E08000035
6BQ1250,429737,430566,1,26/11/2019,16:43,Unclassified,Wet/Damp,Dark (lit street),Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Pedestrian,Slight,0,2,16,E08000035
6BQ1250,429737,430566,1,26/11/2019,16:43,Unclassified,Wet/Damp,Dark (lit street),Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Pedestrian,Slight,0,2,16,E08000035
6BQ1401,434457,434385,3,26/11/2019,18:30,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,2,0,26,E08000035
6BQ1401,434457,434385,3,26/11/2019,18:30,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,2,0,26,E08000035
6BQ1875,428578,431540,2,26/11/2019,7:50,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Driver/Rider,Slight,0,1,23,E08000035
6BQ2127,434950,442850,1,26/11/2019,23:30,Unclassified,Wet/Damp,Dark (unknown lighting),Fine,Car,Driver/Rider,Serious,1,0,87,E08000035
6BR1254,432536,433789,1,27/11/2019,17:00,Non - Primary Road,Wet/Damp,Dark (lit street),Raining,Bus(17 or more passenger seats),Pedestrian,Slight,0,1,20,E08000035
6BR1544,431808,425365,2,27/11/2019,19:05,Motorway,Wet/Damp,Dark (lit street),Raining,Car,Vehicle Passenger,Slight,0,1,43,E08000035
6BR1643,429000,429625,2,27/11/2019,19:50,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Driver/Rider,Slight,1,2,34,E08000035
6BR1643,429000,429625,2,27/11/2019,19:50,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Vehicle Passenger,Slight,1,2,34,E08000035
6BR1643,429000,429625,2,27/11/2019,19:50,Unclassified,Wet/Damp,Dark (lit street),Raining,Car,Driver/Rider,Slight,1,2,34,E08000035
6BR1732,430002,432656,2,27/11/2019,20:40,Non - Primary Road,Wet/Damp,Dark (lit street),Raining,Car,Driver/Rider,Serious,1,0,47,E08000035
6BR1817,427500,434515,1,26/11/2019,20:30,Unclassified,Wet/Damp,Dark (lit street),Fine,Car,Pedestrian,Serious,1,0,27,E08000035
6BR1828,423157,433366,5,27/11/2019,21:45,Road,Wet/Damp,Dark (lit street),Raining,Car,Driver/Rider,Serious,1,0,26,E08000035
6BS0342,431150,437982,2,28/11/2019,9:00,Unclassified,Wet/Damp,Daylight,Fine,Pedal Cycle,Driver/Rider,Slight,1,0,35,E08000035
6BS0422,421453,434000,3,28/11/2019,9:53,Primary Motorway,Wet/Damp,Daylight,Fine,Van/Goods Vehicle(3.5 tonnes mgw or less),Driver/Rider,Slight,1,0,41,E08000035
6BS1695,428958,435471,2,28/11/2019,19:33,Non - Primary Road,Wet/Damp,Dark (lit street),Raining,Pedal Cycle,Driver/Rider,Slight,1,0,38,E08000035
6BS1788,424958,434437,2,28/11/2019,19:00,Non - Primary Road,Dry,Dark (lit street),Fine,Pedal Cycle,Driver/Rider,Slight,1,0,13,E08000035
6BT0201,425033,433154,2,29/11/2019,4:57,Unclassified,Frost/Ice,Dark (lit street),Fine,Car,Driver/Rider,Slight,0,1,27,E08000035
6BT0778,430673,434946,2,29/11/2019,12:40,Non - Primary Road,Dry,Daylight,Fine,Car,Driver/Rider,Slight,1,0,26,E08000035
6BT0924,433019,435018,2,29/11/2019,14:05,Unclassified,Wet/Damp,Daylight,Fine,Car,Vehicle Passenger,Slight,1,2,41,E08000035
6BT0924,433019,435018,2,29/11/2019,14:05,Unclassified,Wet/Damp,Daylight,Fine,Car,Vehicle Passenger,Slight,1,2,41,E08000035
6BT0924,433019,435018,2,29/11/2019,14:05,Unclassified,Wet/Damp,Daylight,Fine,Car,Driver/Rider,Slight,1,2,41,E08000035
6BT1427,430034,434069,2,29/11/2019,17:39,Unclassified,Wet/Damp,Dark (lit street),Fine,Pedal Cycle,Driver/Rider,Serious,0,1,31,E08000035
6BT1778,430782,438591,2,29/11/2019,20:25,Unclassified,Dry,Dark (lit street),Fine,Car,Vehicle Passenger,Slight,0,1,47,E08000035
6BT1789,431524,432553,2,29/11/2019,20:30,Non - Primary Road,Dry,Dark (lit street),Fine,Car,Driver/Rider,Slight,1,0,35,E08000035
6BT2059,430170,433193,1,29/11/2019,22:25,Unclassified,Dry,Dark (lit street),Fine,Car,Pedestrian,Serious,1,0,39,E08000035
6BU0860,429925,432733,2,30/11/2019,13:25,Unclassified,Dry,Daylight,Fine,Car,Driver/Rider,Slight,2,1,47,E08000035
